name,cat,note,SHARP_acum,SHARP_exc,PROM_db,PROM_hz,peak_motion,REL_db,HF8K_pct,PAIN_pct,K_db,SHARP_noRes,PAIN_noRes_pct,RESLIFT_db,PROM_noRes_db,win_ms,flags,err
MIRROR LAKE,LEAD,C6,2.762,0.362,-0.46,3182.7,n/a,-0.46,0.165,70.352,53.91,2.767,70.524,-0.01,-0.44,660.0,,
MOSS BOY,CHIP,C2,1.744,0.554,-2.14,1245.0,n/a,-22.69,0.051,0.676,50.5,1.746,0.678,-0.01,-2.14,1900.0,,
MOSS BOY,CHIP,C3,1.896,0.547,-2.22,2454.2,n/a,-24.48,0.102,1.273,51.55,1.898,1.276,-0.01,-2.22,1900.0,,
MOSS BOY,CHIP,C4,2.061,0.569,-0.22,1812.2,n/a,-14.36,0.196,2.482,52.06,2.063,2.488,-0.01,-0.22,410.0,,
MOSS BOY,CHIP,C5,2.387,0.305,0.75,3624.5,n/a,-15.26,0.411,5.36,51.98,2.388,5.375,-0.01,0.76,410.0,,
MOSS BOY,CHIP,C6,2.763,0.363,1.42,7145.0,n/a,-16.9,0.874,31.225,52.66,2.764,31.241,-0.0,1.43,410.0,,
MOTH DUST,PAD,C2,1.513,0.323,-5.88,1459.3,n/a,-22.37,0.064,0.666,47.19,1.514,0.686,-0.13,-5.85,1610.0,,
MOTH DUST,PAD,C3,1.697,0.348,-3.74,1812.2,n/a,-20.36,0.093,1.077,48.57,1.698,1.107,-0.12,-3.68,420.0,,
MOTH DUST,PAD,C4,1.867,0.375,-6.57,1377.4,n/a,-22.53,0.041,0.232,59.26,1.868,0.238,-0.11,-6.55,410.0,,
MOTH DUST,PAD,C5,2.169,0.087,-0.91,1838.6,n/a,-9.1,0.187,5.446,48.9,2.17,5.588,-0.11,-0.86,1070.0,,
MOTH DUST,PAD,C6,2.561,0.161,-2.41,5430.6,n/a,-27.27,0.308,4.411,52.78,2.561,4.498,-0.08,-2.41,1010.0,,
MUTE WIRE,PLUCK,C2,0.395,-0.794,-99.0,0.0,n/a,-99.0,0.0,0.0,42.55,0.397,0.0,0.0,-99.0,450.0,,
MUTE WIRE,PLUCK,C3,0.576,-0.773,-99.0,0.0,n/a,-99.0,0.0,0.0,44.16,0.578,0.0,0.0,-99.0,460.0,,
MUTE WIRE,PLUCK,C4,0.806,-0.686,-99.0,0.0,n/a,-99.0,0.0,0.0,44.47,0.807,0.0,0.0,-99.0,450.0,,
MUTE WIRE,PLUCK,C5,1.192,-0.89,0.0,1838.6,n/a,-20.94,0.0,0.025,44.44,1.193,0.024,0.18,0.0,440.0,,
MUTE WIRE,PLUCK,C6,1.787,-0.613,0.0,3677.2,n/a,-22.11,0.0,0.777,44.94,1.789,0.726,0.29,0.0,440.0,,
NARROW GATE,CHIP,C2,1.801,0.611,-0.75,1502.1,n/a,-20.5,0.154,1.858,51.74,1.802,1.858,0.0,-0.75,1890.0,,
NARROW GATE,CHIP,C3,1.968,0.619,2.15,1357.6,n/a,-11.86,0.29,3.716,52.51,1.969,3.717,-0.0,2.15,1870.0,,
NARROW GATE,CHIP,C4,2.261,0.769,1.51,3137.1,n/a,-12.92,0.709,7.419,52.98,2.262,7.421,-0.0,1.52,1890.0,,
NARROW GATE,CHIP,C5,2.663,0.581,1.29,6274.2,n/a,-13.68,1.451,19.559,53.8,2.664,19.563,-0.0,1.3,1860.0,,
NARROW GATE,CHIP,C6,3.142,0.742,-0.84,3182.7,n/a,-0.84,2.807,60.684,54.63,3.144,60.681,0.0,-0.84,1900.0,SHARP,
NEEDLE SPIRE,LEAD,C2,1.663,0.474,-5.06,1661.8,n/a,-25.83,0.047,1.906,50.7,1.667,1.915,-0.02,-5.05,1890.0,,
NEEDLE SPIRE,LEAD,C3,1.794,0.445,0.11,1568.6,n/a,-16.99,0.101,4.253,51.0,1.798,4.273,-0.02,0.11,720.0,,
NEEDLE SPIRE,LEAD,C4,2.053,0.561,2.95,3137.1,n/a,-16.43,0.222,7.425,51.9,2.057,7.457,-0.02,2.95,660.0,,
NEEDLE SPIRE,LEAD,C5,2.417,0.335,-0.39,1591.4,n/a,-0.39,0.412,17.746,52.95,2.422,17.798,-0.01,-0.39,610.0,,
NEEDLE SPIRE,LEAD,C6,2.762,0.362,-2.51,3677.2,n/a,-7.46,0.709,60.571,53.61,2.767,60.645,-0.01,-2.5,1760.0,,
NIGHT LAKE,FX,C2,1.111,-0.079,-99.0,0.0,n/a,-99.0,0.001,0.001,48.15,1.109,0.001,0.0,-99.0,980.0,,
NIGHT LAKE,FX,C3,1.179,-0.17,-99.0,0.0,n/a,-99.0,0.001,0.003,49.92,1.178,0.003,0.0,-99.0,1040.0,,
NIGHT LAKE,FX,C4,1.431,-0.061,-99.0,0.0,n/a,-99.0,0.005,0.009,47.29,1.43,0.009,0.0,-99.0,1270.0,,
NORTH SPUR,LEAD,C2,1.439,0.25,-4.18,2034.2,n/a,-28.54,0.003,1.398,46.04,1.443,1.421,-0.07,-4.16,1870.0,,
NORTH SPUR,LEAD,C3,1.633,0.284,-4.33,1209.5,n/a,-26.23,0.004,0.517,54.29,1.637,0.523,-0.05,-4.33,430.0,,
NORTH SPUR,LEAD,C4,2.029,0.537,-2.54,1209.5,n/a,-8.47,0.098,6.015,48.8,2.033,6.053,-0.03,-2.54,1100.0,,
NORTH SPUR,LEAD,C5,2.542,0.46,-3.71,4501.1,n/a,-23.63,0.277,12.243,51.06,2.546,12.268,-0.01,-3.69,1050.0,,
NORTH SPUR,LEAD,C6,3.018,0.618,-4.32,3677.2,n/a,-15.2,0.834,17.229,52.91,3.021,17.236,-0.0,-4.32,1700.0,,
OBOE MESA,LEAD,C2,1.358,0.169,-4.54,1245.0,n/a,-26.49,0.0,0.477,47.23,1.361,0.487,-0.09,-4.53,1890.0,,
OBOE MESA,LEAD,C3,1.502,0.153,-3.72,2005.0,n/a,-24.1,0.001,1.53,46.64,1.505,1.562,-0.09,-3.69,1880.0,,
OBOE MESA,LEAD,C4,1.7,0.208,-3.53,2715.3,n/a,-26.83,0.002,1.606,49.65,1.704,1.639,-0.09,-3.49,1890.0,,
OBOE MESA,LEAD,C5,2.02,-0.062,0.0,1838.6,n/a,-12.83,0.003,3.17,49.74,2.024,3.234,-0.09,0.0,1890.0,,
OBOE MESA,LEAD,C6,2.448,0.048,0.0,3677.2,n/a,-14.88,0.007,5.507,49.88,2.451,5.623,-0.09,0.0,1760.0,,
OWL COURIER,CHIP,C2,1.164,-0.026,-4.21,1397.4,n/a,-24.09,0.0,0.092,45.02,1.167,0.095,-0.14,-4.18,1900.0,,
OWL COURIER,CHIP,C3,1.399,0.05,-4.02,1686.0,n/a,-28.87,0.0,0.421,48.01,1.402,0.43,-0.09,-4.0,1890.0,,
OWL COURIER,CHIP,C4,1.75,0.258,-4.49,2454.2,n/a,-26.06,0.008,1.169,49.42,1.755,1.183,-0.05,-4.48,1900.0,,
OWL COURIER,CHIP,C5,2.196,0.115,-3.27,3182.7,n/a,-20.82,0.114,2.951,49.99,2.2,2.962,-0.02,-3.26,1890.0,,
OWL COURIER,CHIP,C6,2.798,0.398,-1.8,4501.1,n/a,-16.83,0.578,6.624,50.47,2.799,6.626,-0.0,-1.79,1900.0,,
PERMAFROST,PAD,C2,0.982,-0.208,-2.45,2218.3,n/a,-29.05,0.0,0.244,45.82,0.98,0.227,0.31,-2.55,870.0,,
PERMAFROST,PAD,C3,1.231,-0.118,4.92,1281.4,n/a,-11.13,0.0,0.824,45.96,1.228,0.766,0.32,4.8,490.0,,
PERMAFROST,PAD,C4,1.37,-0.122,-8.55,1209.5,n/a,-25.9,0.0,0.15,59.75,1.365,0.14,0.3,-8.62,410.0,,
PERMAFROST,PAD,C5,1.897,-0.185,-0.56,2715.3,n/a,-11.45,0.001,13.189,49.19,1.892,12.658,0.18,-0.63,1100.0,,
PERMAFROST,PAD,C6,2.328,-0.072,-4.29,5430.6,n/a,-26.53,0.009,20.893,52.74,2.321,20.454,0.09,-4.32,1050.0,,
PIXEL ANCHOR,BASS,C1,1.449,0.746,-99.0,0.0,n/a,-99.0,0.003,0.003,42.69,1.454,0.003,0.0,-99.0,1900.0,,
PIXEL ANCHOR,BASS,C2,1.463,0.274,-99.0,0.0,n/a,-99.0,0.003,0.004,45.71,1.465,0.004,0.0,-99.0,1900.0,,
PIXEL ANCHOR,BASS,C3,1.511,0.162,-99.0,0.0,n/a,-99.0,0.008,0.009,47.37,1.513,0.01,-0.46,-99.0,1890.0,,
PIXEL ANCHOR,BASS,C4,1.73,0.238,-99.0,0.0,n/a,-99.0,0.018,0.019,47.15,1.732,0.02,-0.22,-99.0,1900.0,,
POLAR DAWN,PAD,C2,1.433,0.244,-5.16,1281.4,n/a,-19.32,0.003,2.691,43.71,1.436,2.739,-0.08,-5.15,610.0,,
POLAR DAWN,PAD,C3,1.531,0.182,-4.99,1209.5,n/a,-11.85,0.005,4.368,45.06,1.534,4.443,-0.07,-4.98,780.0,,
POLAR DAWN,PAD,C4,1.782,0.29,0.5,1377.4,n/a,-10.64,0.008,6.726,46.76,1.786,6.833,-0.07,0.52,620.0,,
POLAR DAWN,PAD,C5,2.125,0.043,0.0,1591.4,n/a,0.0,0.016,11.83,47.43,2.129,12.004,-0.06,0.0,540.0,,
POLAR DAWN,PAD,C6,2.481,0.081,-2.96,5430.6,n/a,-24.23,0.021,30.437,51.12,2.485,30.647,-0.03,-2.88,500.0,,
POWER CUT,FX,C2,1.792,0.603,-3.6,1480.5,n/a,-28.42,0.055,0.438,43.98,1.794,0.439,-0.01,-3.6,1900.0,,
POWER CUT,FX,C3,1.791,0.442,-99.0,0.0,n/a,-99.0,0.093,0.743,47.14,1.793,0.744,-0.01,-99.0,1900.0,,
POWER CUT,FX,C4,1.799,0.307,-4.26,2186.5,n/a,-29.85,0.186,1.485,48.97,1.801,1.488,-0.01,-4.26,1900.0,,
POWER PELLET,CHIP,C2,1.787,0.597,-1.46,3276.0,n/a,-29.77,0.186,2.323,49.71,1.788,2.324,-0.0,-1.45,580.0,,
POWER PELLET,CHIP,C3,1.834,0.485,-1.82,2526.1,n/a,-20.03,0.354,4.006,50.9,1.834,4.008,-0.0,-1.82,1600.0,,
POWER PELLET,CHIP,C4,1.973,0.481,-2.0,2063.8,n/a,-15.07,0.781,6.509,51.58,1.973,6.511,-0.0,-2.0,1090.0,,
POWER PELLET,CHIP,C5,2.177,0.095,-3.62,4127.5,n/a,-16.36,1.371,12.06,51.85,2.175,12.043,0.01,-3.39,1840.0,,
POWER PELLET,CHIP,C6,2.463,0.063,-2.85,3372.0,n/a,-3.8,2.426,26.974,52.55,2.464,26.975,-0.0,-2.85,1840.0,,
PUDDLE PING,CHIP,C2,1.759,0.569,-1.54,1502.1,n/a,-21.8,0.133,1.257,45.58,1.76,1.258,-0.0,-1.54,1900.0,,
PUDDLE PING,CHIP,C3,1.896,0.547,0.37,1357.6,n/a,-13.13,0.25,2.55,46.24,1.896,2.551,-0.0,0.37,1900.0,,
PUDDLE PING,CHIP,C4,2.088,0.596,0.1,3137.1,n/a,-16.54,0.596,5.034,46.51,2.088,5.036,-0.0,0.1,1900.0,,
PUDDLE PING,CHIP,C5,2.346,0.264,0.58,6274.2,n/a,-19.93,1.318,16.625,47.01,2.346,16.628,-0.0,0.58,1900.0,,
PUDDLE PING,CHIP,C6,2.659,0.259,-1.48,3182.7,n/a,-1.48,2.751,53.92,47.23,2.659,53.918,0.0,-1.48,1900.0,,
QUARRY KICK,PERC,C2,1.802,0.613,-99.0,0.0,n/a,-99.0,0.006,0.017,45.92,1.817,0.019,-0.48,-99.0,350.0,,
QUARRY KICK,PERC,C3,1.976,0.627,-99.0,0.0,n/a,-99.0,0.024,0.072,42.74,1.974,0.083,-0.62,-99.0,360.0,,
QUARRY KICK,PERC,C4,2.078,0.586,-99.0,0.0,n/a,-99.0,0.11,0.325,36.81,2.082,0.354,-0.37,-1.85,340.0,,
RESONANT LODE,LEAD,C2,1.512,0.323,7.14,1300.1,mixed,-18.17,0.005,1.196,48.32,1.515,1.217,-0.08,7.15,470.0,,
RESONANT LODE,LEAD,C3,1.925,0.576,12.29,1281.4,mixed,-10.65,0.108,2.237,49.42,1.928,2.257,-0.04,12.29,760.0,,
RESONANT LODE,LEAD,C4,2.06,0.568,15.88,2250.5,mixed,-13.26,0.069,8.192,50.29,2.064,8.263,-0.04,15.9,660.0,,
RESONANT LODE,LEAD,C5,2.666,0.584,15.96,4501.1,mixed,-11.41,0.428,7.724,51.54,2.668,7.758,-0.02,15.98,960.0,,
RESONANT LODE,LEAD,C6,3.142,0.742,5.51,3182.7,mixed,0.0,3.073,81.999,52.15,3.144,82.039,-0.0,5.53,940.0,SHARP,
RUMBLE SHEET,PERC,C2,0.366,-0.824,-99.0,0.0,n/a,-99.0,0.0,0.0,41.02,0.369,0.0,0.0,-99.0,780.0,,
RUMBLE SHEET,PERC,C3,0.394,-0.955,-99.0,0.0,n/a,-99.0,0.0,0.0,44.43,0.397,0.0,0.0,-99.0,790.0,,
RUMBLE SHEET,PERC,C4,0.408,-1.084,-99.0,0.0,n/a,-99.0,0.0,0.0,42.36,0.412,0.0,0.0,-99.0,660.0,,
SCANLINE SOLO,CHIP,C2,1.584,0.395,-0.94,1502.1,n/a,-20.76,0.017,1.462,51.25,1.588,1.478,-0.05,-0.93,1890.0,,
SCANLINE SOLO,CHIP,C3,1.723,0.374,2.01,1357.6,n/a,-12.04,0.031,2.97,51.95,1.727,3.001,-0.05,2.02,1870.0,,
SCANLINE SOLO,CHIP,C4,1.914,0.422,1.22,3137.1,n/a,-13.81,0.088,6.04,52.29,1.919,6.1,-0.04,1.24,1890.0,,
SCANLINE SOLO,CHIP,C5,2.131,0.049,0.02,6274.2,n/a,-17.33,0.176,17.113,52.9,2.136,17.223,-0.03,0.05,1900.0,,
SCANLINE SOLO,CHIP,C6,2.366,-0.034,-1.19,3182.7,n/a,-1.19,0.296,57.242,53.24,2.372,57.452,-0.02,-1.17,1900.0,,
SHARDSTORM,LEAD,C2,1.512,0.323,3.49,1319.0,mixed,-18.69,0.006,1.588,48.35,1.493,1.46,0.36,3.44,1240.0,,
SHARDSTORM,LEAD,C3,1.786,0.437,10.76,1281.4,mixed,-11.84,0.034,2.16,49.87,1.764,2.029,0.27,10.73,640.0,,
SHARDSTORM,LEAD,C4,2.053,0.561,10.62,2250.5,mixed,-13.84,0.096,8.027,50.8,2.029,7.799,0.13,10.56,1270.0,,
SHARDSTORM,LEAD,C5,2.418,0.337,11.74,4501.1,mixed,-10.77,0.322,10.266,50.97,2.396,10.059,0.09,11.61,1590.0,,
SHARDSTORM,LEAD,C6,3.157,0.757,3.95,3182.7,mixed,0.0,3.06,79.446,54.05,3.138,79.542,-0.01,3.92,1030.0,SHARP,
SILVER BIRCH,PAD,C2,1.364,0.175,1.84,1786.3,n/a,-19.4,0.001,1.733,47.67,1.367,1.773,-0.1,1.87,1270.0,,
SILVER BIRCH,PAD,C3,1.501,0.152,2.27,1300.1,n/a,-11.07,0.003,3.389,48.79,1.504,3.46,-0.09,2.29,530.0,,
SILVER BIRCH,PAD,C4,1.691,0.199,0.85,1377.4,n/a,-21.1,0.001,1.458,54.99,1.695,1.49,-0.09,0.88,410.0,,
SILVER BIRCH,PAD,C5,2.026,-0.056,-1.33,2754.8,n/a,-15.49,0.004,11.241,52.04,2.03,11.417,-0.07,-1.3,1110.0,,
SILVER BIRCH,PAD,C6,2.354,-0.046,-3.97,3677.2,n/a,-20.89,0.005,6.322,55.86,2.357,6.422,-0.07,-3.91,620.0,,
SINKHOLE,FX,C2,0.515,-0.674,-99.0,0.0,n/a,-99.0,0.0,0.0,40.81,0.515,0.0,0.0,-99.0,520.0,,
SINKHOLE,FX,C3,0.693,-0.656,-99.0,0.0,n/a,-99.0,0.0,0.0,46.33,0.693,0.0,0.0,-99.0,1600.0,,
SINKHOLE,FX,C4,0.714,-0.778,-99.0,0.0,n/a,-99.0,0.0,0.0,47.99,0.715,0.0,0.0,-99.0,1590.0,,
SMOKE SIGNAL,PAD,C2,1.183,-0.006,-3.94,1227.1,n/a,-16.46,0.012,0.556,46.17,1.185,0.576,-0.15,-3.9,410.0,,
SMOKE SIGNAL,PAD,C3,1.282,-0.067,-2.14,2250.5,n/a,-28.54,0.014,0.408,49.42,1.284,0.423,-0.16,-2.09,460.0,,
SMOKE SIGNAL,PAD,C4,1.466,-0.026,-6.23,1377.4,n/a,-18.19,0.027,0.301,54.27,1.468,0.312,-0.16,-6.21,410.0,,
SMOKE SIGNAL,PAD,C5,1.757,-0.325,0.0,1838.6,n/a,-14.34,0.022,2.065,50.18,1.759,2.132,-0.14,0.0,1070.0,,
SMOKE SIGNAL,PAD,C6,2.209,-0.191,-5.72,3677.2,n/a,-21.09,0.108,5.273,48.61,2.21,5.391,-0.1,-5.69,1010.0,,
SNOW BERRY,PLUCK,C2,1.129,-0.06,-99.0,0.0,n/a,-99.0,0.0,0.083,41.2,1.122,0.078,0.27,-99.0,870.0,,
SNOW BERRY,PLUCK,C3,1.161,-0.188,-7.0,1812.2,n/a,-29.59,0.0,0.134,42.43,1.155,0.126,0.27,-7.2,990.0,,
SNOW BERRY,PLUCK,C4,1.23,-0.262,-4.29,1568.6,n/a,-22.53,0.0,0.202,44.4,1.223,0.191,0.24,-4.26,860.0,,
SNOW BERRY,PLUCK,C5,1.362,-0.72,-5.46,1865.3,n/a,-22.93,0.0,1.159,45.47,1.355,1.093,0.25,-5.44,520.0,,
SNOW BERRY,PLUCK,C6,1.693,-0.707,-9.67,3730.7,n/a,-24.72,0.0,5.141,41.77,1.684,4.838,0.26,-9.65,400.0,,
SNOW GLOCKEN,KEYS,C2,1.307,0.117,2.19,2350.2,n/a,-22.66,0.0,1.338,49.57,1.31,1.377,-0.12,2.24,1120.0,,
SNOW GLOCKEN,KEYS,C3,1.424,0.075,2.45,1591.4,n/a,-12.89,0.0,1.679,51.57,1.426,1.725,-0.12,2.48,1150.0,,
SNOW GLOCKEN,KEYS,C4,1.584,0.092,1.68,3182.7,n/a,-19.69,0.0,3.228,52.18,1.586,3.319,-0.12,1.74,1160.0,,
SNOW GLOCKEN,KEYS,C5,1.899,-0.183,0.0,1591.4,n/a,0.0,0.001,22.493,48.71,1.901,22.805,-0.06,0.0,930.0,,
SNOW GLOCKEN,KEYS,C6,2.288,-0.112,0.0,3182.7,n/a,0.0,0.007,99.817,48.75,2.289,99.815,0.0,0.0,1150.0,,
SONAR SHAFT,FX,C2,0.911,-0.278,-99.0,0.0,n/a,-99.0,0.0,0.002,42.21,0.908,0.002,0.0,-99.0,1640.0,,
SONAR SHAFT,FX,C3,1.026,-0.323,3.48,1209.5,n/a,-25.67,0.0,0.006,43.19,1.022,0.006,0.0,3.47,1610.0,,
SONAR SHAFT,FX,C4,1.007,-0.485,-25.36,1209.5,n/a,-25.36,0.0,0.004,40.88,1.009,0.004,0.0,-25.52,490.0,,
SPARK JUMP,PERC,C2,0.815,-0.375,-99.0,0.0,n/a,-99.0,0.0,0.002,39.15,0.815,0.002,0.0,-99.0,280.0,,
SPARK JUMP,PERC,C3,0.834,-0.515,-99.0,0.0,n/a,-99.0,0.0,0.005,41.32,0.835,0.005,0.0,-99.0,280.0,,
SPARK JUMP,PERC,C4,0.893,-0.599,-6.17,1245.0,n/a,-23.33,0.0,0.021,39.45,0.894,0.022,-0.2,-6.13,300.0,,
SPARK VEIN,PLUCK,C2,0.793,-0.396,-14.07,1209.5,n/a,-24.37,0.0,0.006,44.26,0.791,0.006,0.0,-14.17,300.0,,
SPARK VEIN,PLUCK,C3,0.999,-0.35,-3.26,1209.5,n/a,-10.63,0.0,0.029,43.97,0.996,0.027,0.31,-3.44,310.0,,
SPARK VEIN,PLUCK,C4,1.245,-0.247,0.79,1812.2,n/a,-10.11,0.0,1.201,43.25,1.243,1.105,0.36,0.61,310.0,,
SPARK VEIN,PLUCK,C5,1.616,-0.466,1.05,1591.4,n/a,0.0,0.0,4.438,42.59,1.615,4.154,0.29,0.71,300.0,,
SPARK VEIN,PLUCK,C6,2.135,-0.265,0.0,3624.5,n/a,-3.25,0.004,45.466,41.04,2.136,43.471,0.19,0.0,280.0,,
STARLESS POND,BASS,C1,1.091,0.388,-99.0,0.0,n/a,-99.0,0.001,0.002,44.2,1.092,0.002,0.0,-99.0,1400.0,,
STARLESS POND,BASS,C2,1.095,-0.095,-99.0,0.0,n/a,-99.0,0.001,0.002,47.34,1.096,0.002,0.0,-99.0,1870.0,,
STARLESS POND,BASS,C3,1.146,-0.203,-99.0,0.0,n/a,-99.0,0.003,0.006,49.0,1.147,0.006,0.0,-99.0,1860.0,,
STARLESS POND,BASS,C4,1.379,-0.113,-99.0,0.0,n/a,-99.0,0.009,0.015,48.14,1.379,0.015,0.0,-99.0,1870.0,,
STATIC FIELD,FX,C2,1.023,-0.167,-5.55,1338.2,n/a,-26.04,0.0,0.036,47.47,1.021,0.031,0.65,-5.84,990.0,,
STATIC FIELD,FX,C3,0.888,-0.461,-99.0,0.0,n/a,-99.0,0.0,0.007,50.89,0.887,0.007,0.0,-99.0,800.0,,
STATIC FIELD,FX,C4,0.733,-0.759,-99.0,0.0,n/a,-99.0,0.0,0.0,51.7,0.733,0.0,0.0,-99.0,420.0,,
STEEL CATHEDRAL,FX,C2,0.731,-0.459,-99.0,0.0,n/a,-99.0,0.0,0.001,46.97,0.732,0.001,0.0,-99.0,410.0,,
STEEL CATHEDRAL,FX,C3,0.787,-0.562,-4.9,1209.5,n/a,-21.57,0.0,0.002,42.89,0.787,0.002,0.0,-4.88,1100.0,,
STEEL CATHEDRAL,FX,C4,0.839,-0.653,-99.0,0.0,n/a,-99.0,0.0,0.002,49.02,0.839,0.002,0.0,-99.0,430.0,,
STONE SKIP,PLUCK,C2,0.77,-0.419,-99.0,0.0,n/a,-99.0,0.0,0.0,42.72,0.769,0.0,0.0,-99.0,310.0,,
STONE SKIP,PLUCK,C3,0.839,-0.51,-99.0,0.0,n/a,-99.0,0.0,0.0,43.84,0.838,0.0,0.0,-99.0,310.0,,
STONE SKIP,PLUCK,C4,0.851,-0.641,-99.0,0.0,n/a,-99.0,0.0,0.001,43.37,0.851,0.001,0.0,-99.0,310.0,,
STONE SKIP,PLUCK,C5,0.923,-1.159,0.0,1838.6,n/a,-27.56,0.0,0.002,40.77,0.925,0.002,0.0,0.0,290.0,,
STONE SKIP,PLUCK,C6,1.038,-1.362,-99.0,0.0,n/a,-99.0,0.0,0.009,35.24,1.04,0.01,-0.46,-99.0,220.0,,
STRATOSPHERE,PAD,C2,0.643,-0.546,-99.0,0.0,n/a,-99.0,0.0,0.0,41.28,0.644,0.0,0.0,-99.0,620.0,,
STRATOSPHERE,PAD,C3,0.755,-0.594,-99.0,0.0,n/a,-99.0,0.0,0.001,48.23,0.755,0.001,0.0,-99.0,420.0,,
STRATOSPHERE,PAD,C4,0.895,-0.597,-9.91,1209.5,n/a,-22.51,0.0,0.004,53.67,0.896,0.005,-0.97,-9.82,450.0,,
STRATOSPHERE,PAD,C5,1.116,-0.966,-7.0,1838.6,n/a,-17.3,0.0,0.117,54.5,1.117,0.121,-0.15,-6.93,410.0,,
STRATOSPHERE,PAD,C6,1.557,-0.843,-12.53,3182.7,n/a,-18.64,0.0,2.075,52.23,1.558,2.132,-0.12,-12.44,710.0,,
SUBGLACIAL,PAD,C2,0.414,-0.776,-99.0,0.0,n/a,-99.0,0.0,0.0,47.89,0.414,0.0,0.0,-99.0,980.0,,
SUBGLACIAL,PAD,C3,0.52,-0.829,-99.0,0.0,n/a,-99.0,0.0,0.0,49.7,0.52,0.0,0.0,-99.0,1010.0,,
SUBGLACIAL,PAD,C4,0.665,-0.827,-99.0,0.0,n/a,-99.0,0.0,0.0,49.1,0.665,0.0,0.0,-99.0,1360.0,,
SUBGLACIAL,PAD,C5,0.786,-1.296,-99.0,0.0,n/a,-99.0,0.0,0.0,55.12,0.786,0.0,0.0,-99.0,410.0,,
SUBGLACIAL,PAD,C6,1.055,-1.345,-99.0,0.0,n/a,-99.0,0.0,0.002,52.39,1.054,0.002,0.0,-99.0,420.0,,
SUNSPIKE,LEAD,C2,1.551,0.361,1.48,1209.5,mixed,-9.22,0.004,3.524,46.56,1.554,3.596,-0.09,1.49,1890.0,,
SUNSPIKE,LEAD,C3,1.78,0.431,7.91,2454.2,mixed,-14.29,0.006,9.355,48.14,1.783,9.494,-0.06,7.95,880.0,,
SUNSPIKE,LEAD,C4,2.075,0.583,5.74,1209.5,mixed,0.0,0.004,10.692,49.98,2.079,10.833,-0.06,5.75,720.0,,
SUNSPIKE,LEAD,C5,2.371,0.289,0.0,1591.4,mixed,0.0,0.04,55.511,50.56,2.374,55.846,-0.03,0.0,660.0,,
SUNSPIKE,LEAD,C6,2.806,0.406,0.0,3182.7,mixed,0.0,0.098,98.125,50.13,2.809,98.082,0.0,0.0,620.0,,
SWELL VAULT,FX,C2,1.524,0.335,-2.71,1546.1,n/a,-20.21,0.01,2.687,46.74,1.527,2.725,-0.06,-2.69,540.0,,
SWELL VAULT,FX,C3,1.591,0.242,-1.98,1568.6,n/a,-18.17,0.009,2.952,49.18,1.594,2.999,-0.07,-1.97,730.0,,
SWELL VAULT,FX,C4,1.852,0.36,0.31,1812.2,n/a,-16.0,0.014,3.824,51.69,1.856,3.877,-0.06,0.31,550.0,,
TALKING TAR,LEAD,C2,1.506,0.317,-4.0,1397.4,n/a,-29.94,0.006,0.828,47.15,1.51,0.837,-0.05,-3.99,1890.0,,
TALKING TAR,LEAD,C3,1.603,0.254,-4.96,2005.0,n/a,-27.14,0.016,2.272,47.33,1.607,2.297,-0.05,-4.95,1900.0,,
TALKING TAR,LEAD,C4,1.822,0.33,-2.2,1812.2,n/a,-21.55,0.02,2.85,49.69,1.826,2.88,-0.05,-2.19,1890.0,,
TALKING TAR,LEAD,C5,2.185,0.103,-1.05,3624.5,n/a,-22.68,0.046,5.653,49.82,2.19,5.711,-0.04,-1.04,1900.0,,
TALKING TAR,LEAD,C6,2.607,0.207,-4.15,3677.2,n/a,-15.82,0.094,14.6,50.5,2.613,14.701,-0.03,-4.13,1900.0,,
TAPE SNARE,PERC,C2,1.413,0.224,-99.0,0.0,n/a,-99.0,0.012,0.05,36.93,1.407,0.045,0.46,-99.0,170.0,,
TAPE SNARE,PERC,C3,1.426,0.077,-6.49,1209.5,n/a,-26.85,0.019,0.065,38.08,1.42,0.059,0.42,-6.78,170.0,,
TAPE SNARE,PERC,C4,1.508,0.016,-7.25,1209.5,n/a,-22.12,0.038,0.107,37.88,1.504,0.1,0.29,-7.33,180.0,,
TAPE SUNRISE,PAD,C2,1.646,0.456,-5.29,1209.5,n/a,-19.51,0.149,0.698,46.14,1.647,0.714,-0.1,-5.24,410.0,,
TAPE SUNRISE,PAD,C3,1.744,0.395,-1.38,3137.1,n/a,-27.74,0.171,0.607,50.65,1.745,0.615,-0.06,-1.5,1060.0,,
TAPE SUNRISE,PAD,C4,2.087,0.595,3.43,3677.2,n/a,-29.82,0.113,0.394,59.15,2.087,0.397,-0.03,3.37,410.0,,
TAPE SUNRISE,PAD,C5,2.382,0.3,-2.13,1838.6,n/a,-10.81,0.473,4.242,48.21,2.382,4.338,-0.1,-2.08,1050.0,,
TAPE SUNRISE,PAD,C6,2.702,0.302,0.0,3677.2,n/a,-17.55,0.979,4.61,51.97,2.701,4.657,-0.04,0.0,1080.0,,
TARPIT,BASS,C1,0.576,-0.127,-99.0,0.0,n/a,-99.0,0.0,0.0,42.97,0.59,0.0,0.0,-99.0,570.0,,
TARPIT,BASS,C2,0.651,-0.538,-99.0,0.0,n/a,-99.0,0.0,0.0,46.41,0.655,0.0,0.0,-99.0,1780.0,,
